Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 4 [6400/49000 (13%)]	Train Loss: 0.970925	Val Loss: 0.985242	Val Acc: 62.96875
Train Epoch: 4 [7680/49000 (16%)]	Train Loss: 0.829277	Val Loss: 0.895469	Val Acc: 69.375
Train Epoch: 4 [8960/49000 (18%)]	Train Loss: 0.772295	Val Loss: 0.863559	Val Acc: 70.78125
Train Epoch: 4 [10240/49000 (21%)]	Train Loss: 0.852864	Val Loss: 0.875879	Val Acc: 68.90625
Train Epoch: 4 [11520/49000 (23%)]	Train Loss: 0.725762	Val Loss: 0.870468	Val Acc: 71.875
Train Epoch: 4 [12800/49000 (26%)]	Train Loss: 0.736731	Val Loss: 0.873488	Val Acc: 70.46875
Train Epoch: 4 [14080/49000 (29%)]	Train Loss: 0.816727	Val Loss: 0.855610	Val Acc: 69.53125
Train Epoch: 4 [15360/49000 (31%)]	Train Loss: 0.709920	Val Loss: 0.842930	Val Acc: 70.78125
Train Epoch: 4 [16640/49000 (34%)]	Train Loss: 0.846879	Val Loss: 0.840486	Val Acc: 70.625
Train Epoch: 4 [17920/49000 (37%)]	Train Loss: 0.777375	Val Loss: 0.872596	Val Acc: 68.125
Train Epoch: 4 [19200/49000 (39%)]	Train Loss: 0.764799	Val Loss: 0.834721	Val Acc: 72.65625
Train Epoch: 4 [20480/49000 (42%)]	Train Loss: 0.649562	Val Loss: 0.879417	Val Acc: 70.0
Train Epoch: 4 [21760/49000 (44%)]	Train Loss: 0.837863	Val Loss: 0.883009	Val Acc: 70.15625
Train Epoch: 4 [23040/49000 (47%)]	Train Loss: 0.841535	Val Loss: 0.838392	Val Acc: 69.6875
Train Epoch: 4 [24320/49000 (50%)]	Train Loss: 0.698808	Val Loss: 0.787489	Val Acc: 72.03125
Train Epoch: 4 [25600/49000 (52%)]	Train Loss: 0.844213	Val Loss: 0.833230	Val Acc: 69.375
Train Epoch: 4 [26880/49000 (55%)]	Train Loss: 0.695551	Val Loss: 0.832763	Val Acc: 72.5
Train Epoch: 4 [28160/49000 (57%)]	Train Loss: 0.772506	Val Loss: 0.809164	Val Acc: 73.28125
Train Epoch: 4 [29440/49000 (60%)]	Train Loss: 0.725738	Val Loss: 0.755678	Val Acc: 74.0625
Train Epoch: 4 [30720/49000 (63%)]	Train Loss: 0.844595	Val Loss: 0.878970	Val Acc: 69.53125
Train Epoch: 4 [32000/49000 (65%)]	Train Loss: 0.705994	Val Loss: 0.811513	Val Acc: 71.5625
Train Epoch: 4 [33280/49000 (68%)]	Train Loss: 0.810917	Val Loss: 0.819488	Val Acc: 73.4375
Train Epoch: 4 [34560/49000 (70%)]	Train Loss: 0.646012	Val Loss: 0.838979	Val Acc: 70.9375
Train Epoch: 4 [35840/49000 (73%)]	Train Loss: 0.669055	Val Loss: 0.760032	Val Acc: 72.65625
Train Epoch: 4 [37120/49000 (76%)]	Train Loss: 0.579136	Val Loss: 0.809963	Val Acc: 72.34375
Train Epoch: 4 [38400/49000 (78%)]	Train Loss: 0.602232	Val Loss: 0.827887	Val Acc: 72.03125
Train Epoch: 4 [39680/49000 (81%)]	Train Loss: 0.711878	Val Loss: 0.909260	Val Acc: 70.3125
Train Epoch: 4 [40960/49000 (84%)]	Train Loss: 0.765560	Val Loss: 0.811895	Val Acc: 71.5625
Train Epoch: 4 [42240/49000 (86%)]	Train Loss: 0.790306	Val Loss: 0.831326	Val Acc: 73.125
Train Epoch: 4 [43520/49000 (89%)]	Train Loss: 0.700881	Val Loss: 0.720119	Val Acc: 75.78125
Train Epoch: 4 [44800/49000 (91%)]	Train Loss: 0.688041	Val Loss: 0.775345	Val Acc: 73.125
Train Epoch: 4 [46080/49000 (94%)]	Train Loss: 0.931724	Val Loss: 0.830970	Val Acc: 71.5625
Train Epoch: 4 [47360/49000 (97%)]	Train Loss: 0.555800	Val Loss: 0.769941	Val Acc: 75.15625
Train Epoch: 4 [48640/49000 (99%)]	Train Loss: 0.790724	Val Loss: 0.769214	Val Acc: 70.625
Train Epoch: 5 [0/49000 (0%)]	Train Loss: 2.196378	Val Loss: 0.830744	Val Acc: 70.625
Train Epoch: 5 [1280/49000 (3%)]	Train Loss: 0.882388	Val Loss: 0.782699	Val Acc: 72.96875
Train Epoch: 5 [2560/49000 (5%)]	Train Loss: 0.740701	Val Loss: 0.770541	Val Acc: 73.4375
Train Epoch: 5 [3840/49000 (8%)]	Train Loss: 0.750897	Val Loss: 0.792038	Val Acc: 72.8125
Train Epoch: 5 [5120/49000 (10%)]	Train Loss: 0.663629	Val Loss: 0.794812	Val Acc: 71.09375
Train Epoch: 5 [6400/49000 (13%)]	Train Loss: 0.692549	Val Loss: 0.803016	Val Acc: 74.53125
Train Epoch: 5 [7680/49000 (16%)]	Train Loss: 0.578223	Val Loss: 0.736940	Val Acc: 74.0625
Train Epoch: 5 [8960/49000 (18%)]	Train Loss: 0.603388	Val Loss: 0.759925	Val Acc: 75.0
Train Epoch: 5 [10240/49000 (21%)]	Train Loss: 0.585844	Val Loss: 0.769356	Val Acc: 72.65625
Train Epoch: 5 [11520/49000 (23%)]	Train Loss: 0.813131	Val Loss: 0.819881	Val Acc: 73.90625
